StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
OBJ_Door	Broken Door		Разбитая дверь		Item_BLD_Village_House_Door_A_Wood_Scenery_B
OBJ_DoorIndestructible	Double Metal Doors		Двойные металлические двери		
OBJ_Door_Heavy	Door		Дверь		
OBJ_DressingPanel	Folding Screen	Used to protect the modesty of the dressee.	Складная ширма	Прекрасно подчеркивает скромность владельца.	Item_DEC_GEN_Dressing_Panel_Wood_A
OBJ_DrowPoison	Drow Poison	Many drow cultivate poisons with religious fervour. After all, Lolth, their dread arachnid Goddess, is pleased by only the deadliest of concoctions.	Яд дроу	Многие дроу изготовляют яды с религиозным рвением: в конце концов, чтобы ублажить Ллос, нужны воистину смертоносные зелья.	Item_CONS_Poison_Drow
OBJ_Dye_Azure	Cobalt Dye	The very heavens at dusk, alight with stars and deepening through blues, could not be so vivid as this dye!	Кобальтовая краска	Сами небеса во время сумерек – усыпанные звездами и переходящие из синего в черный – не бывают такими яркими, как эта краска.	Item_LOOT_Dye_Azure_01
OBJ_Dye_BlackBlue	Black and Azure Dye	The scales of a lightning-breathing dragon are this blue. 	Черно-лазурная краска	Такой синий цвет у чешуи дышащего молниями дракона. 	Item_LOOT_Dye_BlackBlue_01
OBJ_Dye_BlackGreen	Black and Summer Green Dye	This dye smells vaguely of mint and lime. 	Черная и летняя зеленая краска	У этой краски неясный запах мяты и лайма. 	Item_LOOT_Dye_BlackGreen_01
OBJ_Dye_BlackPink	Jet and Pink Rose Dye	These hues give the appearance of one of Luskan's dignitaries. 	Черно-розовая краска	Эти оттенки напоминают о внешности одного из лусканских сановников. 	Item_LOOT_Dye_BlackPink_01
OBJ_Dye_BlackRed	Black and Furnace Red Dye	Mixed from enchanted furnace coals from the forge of some legendary smith. 	Черно-кузничная краска	Замешана на зачарованных углях из кузницы легендарного кузнеца. 	Item_LOOT_Dye_BlackRed_01
OBJ_Dye_BlackTeal	Black and Jade Green Dye	A dye so rich it evokes liquid jade held up to the sun. 	Черная и нефритово-зеленая краска	Краска настолько насыщенная, что кажется жидким нефритом на солнце. 	Item_LOOT_Dye_BlackTeal_01
OBJ_Dye_Blue	Light Blue Dye	The colour of a summertime sky. 	Светло-синяя краска	Цвет летнего неба. 	Item_LOOT_Dye_Blue_01
OBJ_Dye_BlueGreen	Sea Green Dye	Cunning merrow preserve coral for a hundred years in a kind of aquatic stasis; when the coral emerges, it forms this dye. 	Морская зеленая краска	Находчивые мерроу сотни лет хранят кораллы в своеобразном водном стазисе. Когда коралл выходит из него, он производит этот краситель. 	Item_LOOT_Dye_BlueGreen_01
OBJ_Dye_BluePurple	Lavender Dye	The fragrance of the flowers used to create this dye is pungent and very pretty. 	Лавандовая краска	Резкий аромат цветов, которые пошли на создание этой краски, радует нос. 	Item_LOOT_Dye_BluePurple_01
OBJ_Dye_BlueYellow	Blue Dye 	This strong blue and yellow combination brings to mind a gala event in winter, with yellow dresses twirling and laughter on the air. 	Синяя краска 	Это яркое сочетание синего и желтого навевает мысли о торжественном зимнем бале, с кружащимися желтыми платьями и смехом в воздухе. 	Item_LOOT_Dye_BlueYellow_01
OBJ_Dye_BlueYellow_02	Baby Blue and Gold Dye	This gold evokes the piercings of the Adjudicators, dragonborn soldiers of Djerad Thymar. 	Голубая с золотом краска	Это золото напоминает о пирсинге Арбитров, драконорожденных воинов Джерада Тимара. 	Item_LOOT_Dye_BlueYellow_02
OBJ_Dye_Golden	Yellow Dye	This dye will make even iron shine like the sun. 	Желтая краска	С такой краской даже железо будет сиять как солнце. 	Item_LOOT_Dye_Golden_01
OBJ_Dye_Green	Green Dye 	A humble dye made from tree sap. 	Зеленая краска 	Скромная краска из древесного сока. 	Item_LOOT_Dye_Green_01
OBJ_Dye_GreenPink	Pink and Leaf Green Dye 	Colours used by gnomish alderfolk to mark intelligence and guile. 	Розовая и лиственно-зеленая краска 	Цвета, используемые гномами ольх для демонстрации ума и хитрости. 	Item_LOOT_Dye_GreenPink_01
OBJ_Dye_GreenSage	Swamp Green Dye	This dye will make your clothes look like noxious, stagnant swampwater, and honestly that's so in right now.	Болотно-зеленая краска	С этой краской ваша одежда будет выглядеть, будто ее только достали из застоявшейся болотной воды, и... честно говоря, это сейчас самый писк моды.	Item_LOOT_Dye_GreenSage_01
OBJ_Dye_GreenSwamp	Sage Green Dye	Green as good-smelling herbs in a cookpot. 	Шалфейно-зеленая краска	Зеленая как ароматные травы в кастрюле. 	Item_LOOT_Dye_GreenSwamp_01
OBJ_Dye_Green_02	Faewild Green and Dun Dye	Halfling foresters use this dye in their ghillie suits for camouflage. 	Фейская зеленая и серо-коричневая краска	Лесники-полурослики используют эту краску для своих маскировочных костюмов. 	Item_LOOT_Dye_Green_02
OBJ_Dye_IceCream	Custard and Pink Rose Dye	Figaro of Baldur's Gate invented this dye one day - he did not sleep for a fortnight, so anxious was he to get the pigment right. 	Кремово-розовая краска	Фигаро из Врат Балдура десять дней не ел, не спал – краски смешивал усердно, пока цвет не подобрал. 	Item_LOOT_Dye_IceCream_01
OBJ_Dye_IceCream_02	Peach and Apricot Dye	The most fruitful fashionistas of Toril use this dye. 	Персиково-абрикосовая краска	Такую краску используют самые плодовитые модельеры Торила. 	Item_LOOT_Dye_IceCream_02
OBJ_Dye_IceCream_03	Mellow Fruit Dye	You'll look like you belong in a tree - not hanging like an extremely dead person, but rather dangling in a most enchanting fashion.	Зрело-фруктовая краска	Вы будете выглядеть так, словно вам самое место на дереве – конечно, не болтаться в петле, а свисать с ветки, сверкая наливными боками.	Item_LOOT_Dye_IceCream_03
OBJ_Dye_IceCream_04	Lime, Lemon, and Lichen Dye	Despite the name, this dye's colour comes from pixie wings fluttering over old chicken coops - the eggs come out funky. 	Лаймо-лимонно-лишайниковая краска	Несмотря на название, за основу для цвета этой краски взяты крылья пикси, порхающих над старыми курятниками. Яйца выходят очень забавными. 	Item_LOOT_Dye_IceCream_04
OBJ_Dye_Maroon	Gorgeous Maroon Dye	In the Sea Ward in Waterdeep, Lady Cassalanter caused quite the stir at one of her famous parties while wearing this shade of dye in her dress.	Шикарная бордовая краска	Леди Кассалантер на одной из своих знаменитых вечеринок в Морском районе Глубоководья вызвала немалый переполох, появившись в платье такого оттенка.	Item_LOOT_Dye_Maroon_01
OBJ_Dye_Ocean	Ocean Dye	Simple and charming as a trip to the seaside. 	Океанская краска	Простая и очаровательная, как поездка на море. 	Item_LOOT_Dye_Ocean_01
OBJ_Dye_Orange	Orange Dye	Segments of tangerine and tiger eye. 	Оранжевая краска	Нотки мандарина и тигрового глаза. 	Item_LOOT_Dye_Orange_01
OBJ_Dye_OrangeBlue	Pale Orange Dye	Certainly very orange. Pumpkins live in envy of this dye. 	Бледно-оранжевая краска	Без всякого сомнения оранжевая. Тыквы умирают от зависти, глядя на эту краску. 	Item_LOOT_Dye_OrangeBlue_01
OBJ_Dye_Pink	Pale Pink Dye	Ah, the hue of heroes. 	Бледно-розовая краска	О, этот оттенок героев. 	Item_LOOT_Dye_Pink_01
OBJ_Dye_Purple	Dark Amethyst Dye	The colour of an immeasurably expensive claret. 	Темно-аметистовая краска	Цвет невообразимо дорогого кларета. 	Item_LOOT_Dye_Purple_01
OBJ_Dye_PurpleRed	Bloody Plum Dye	The ingredients for this dye are impressively rare - tears from an empyrean, conveyed to this plane from Mount Celestia. 	Кроваво-сливовая краска	Ингредиенты для этой краски впечатляюще редкие – слезы эмпирейца, перенесенные в этот мир с горы Целестия. 	Item_LOOT_Dye_PurpleRed_01
OBJ_Dye_Purple_02	Purple Dye	Shavings of a coatl's wing dissolved in natural acids. 	Пурпурная краска	Частички с крыла коатля, растворенные в природной кислоте. 	Item_LOOT_Dye_Purple_02
OBJ_Dye_Purple_03	Indigo Dye 	A splash of this colour immediately communicates nobility. 	Краска индиго 	Этот яркий цвет сразу же сообщает о благородстве носящего. 	Item_LOOT_Dye_Purple_03
OBJ_Dye_Red	Red Dye	One of the primary colours, and one you've seen a lot of, given your career choice. 	Красная краска	Один из основных цветов – который вы, учитывая ваш род занятий, частенько видите. 	Item_LOOT_Dye_Red
OBJ_Dye_RedBrown	Muddy Red Dye	This is absolutely just mud and blood. Right? 	Грязно-красная краска	Это ведь абсолютно точно просто грязь и кровь. Правда? 	Item_LOOT_Dye_RedBrown_01
OBJ_Dye_RedWhite	White and Scarlet Dye	A very agreeable dye that evokes pale snow and fresh bloodshed.	Белая и алая краска	Очень приятная краска, вызывающая в памяти белый снег и свежепролитую кровь.	Item_LOOT_Dye_RedWhite_01
OBJ_Dye_Remover	Dye Remover	Using a universal solvent and a secret recipe coined by a hedge witch long ago, this dye remover just wipes those pesky colours right out.	Средство для удаления красок	По тайному рецепту, который давным-давно придумала одна бродячая ведьма, из универсального растворителя получается средство для удаления краски, просто стирающее эти надоедливые цвета.	Item_LOOT_Dye_Remover
OBJ_Dye_RichRed	Lush Burgundy	The wealthiest courtiers, merchant princesses, and mesmerising princes wear this colour. 	Пышный винно-красный	Этот цвет носят самые богатые придворные, дочки богатых негоциантов и завораживающие принцы. 	Item_LOOT_Dye_RichRed_01
OBJ_Dye_RoyalBlue	Boreal Blue Dye	During the goddess Auril's curse upon Icewind Dale, she shed enchanted snow upon the land - this dye is made from a fistful of those flakes. 	Северная синяя краска	Наложив проклятие на долину Ледяного ветра, богиня Аурил просыпала на этот край заколдованный снег. Эта краска сделана из пригоршни тех снежинок. 	Item_LOOT_Dye_RoyalBlue_01
OBJ_Dye_Teal	Pale Green Dye	A simple dye made from crushed pellet-shaped insects. 	Бледно-зеленая краска	Простая краска, сделанная из небольших толченых насекомых. 	Item_LOOT_Dye_Teal_01
OBJ_Dye_WhiteBlack	Harlequin Black and White Dye	The white of the moon, the black of courtly mischief.	Черно-белая краска арлекина	Белый цвет луны, черный цвет придворного озорства.	Item_LOOT_Dye_WhiteBlack_01
OBJ_Dye_WhiteBrown	Brown Alabaster Dye	Pillars of this colour can be found in the palaces of Chult's nobility. 	Коричнево-гипсовая краска	Колонны такого цвета можно найти во дворцах аристократов Чульта. 	Item_LOOT_Dye_WhiteBrown_01
OBJ_Dye_WhiteRed	Sinful Red on Bone White	Decorating your armour with this will make you look like a moon weeping bitter tears of blood. 	Грешный красный на костяном белом	Украсив свои доспехи этой краской, вы станете похожи на луну, плачущую горькими кровавыми слезами. 	Item_LOOT_Dye_WhiteRed_01
OBJ_Earring_Selunite	Crescent Moon Earring	A single bronze earring shaped into the Selûnite symbol of a crescent moon.	Серьга в виде полумесяца	Одиночная бронзовая серьга в виде полумесяца — символа Селунэ.	Item_LOOT_GEN_Selune_Earring_A
OBJ_EssenceOfEther	Essence of Ether	Target creature is rendered Unconscious for 8 hours, awakening if damage is taken or another creature takes an &lt;LSTag Tooltip="Action"&gt;action&lt;/LSTag&gt; to help.&lt;br&gt;&lt;br&gt;&lt;i&gt; This vial is sealed with an extra layer of wax to prevent the vapour within from escaping.&lt;/i&gt;	Эссенция эфира	Целевое существо теряет сознание на 8 часов. Существо приходит в себя, если получает урон или другое существо совершает &lt;LSTag Tooltip="Action"&gt;действие&lt;/LSTag&gt;, чтобы помочь ему.&lt;br&gt;&lt;br&gt;&lt;i&gt; Крышка флакона залита двойным слоем воска, чтобы содержащиеся в нем пары не улетучились.&lt;/i&gt;	Item_CONS_Poison_Essence_Of_Ether
OBJ_FOOD_Chicken	Whole Chicken	The plucked neck hangs floppily to one side, its dead eyes ever-so-slightly open.	Целая курица	Голова на тонкой шее безвольно свесилась набок, мертвые глаза полуоткрыты.	Item_CONS_GEN_Food_Meat_Chicken_B
OBJ_FOOD_Chicken_B	Whole Chicken	The plucked neck hangs floppily to one side, its dead eyes ever-so-slightly open.	Целая курица	Голова на тонкой шее безвольно свесилась набок, мертвые глаза полуоткрыты.	Item_CONS_GEN_Food_Meat_Chicken_B
OBJ_FOOD_Ham	Honeyed Ham	Traditionally served as the first dish at every halfling holiday feast, this large ham is brushed with honey, brown sugar, and pineapple glaze.	Окорок в меду	Традиционное первое блюдо на любом пиру полуросликов – здоровенный запеченный окорок, натертый смесью меда, коричневого сахара и ананасового сока.	Item_CONS_Food_Roasted_Pig_A
OBJ_FOOD_Meat	Meat		Мясо		Item_CONS_GEN_Food_Meat_PorkPiece_A
OBJ_FOOD_Meat_Grilled	Grilled Rothé Ribs	Doused with honey and herbs, these ribs are a popular fare during Midsummer festivities.	Жареное мясо ротэ на ребрышках	Ребрышки, приготовленные с медом и травами,— распространенное угощение на празднике летнего солнцестояния.	Item_CONS_Food_Meat_Grilled_A
OBJ_FOOD_Meat_Grilled_B	Grilled Pork Belly	Succulent and layered with crispy fat.	Жареная свиная грудинка	Сочная, покрытая зажаренной жирной корочкой.	Item_CONS_Food_Meat_Grilled_B
OBJ_FOOD_Meat_Grilled_C	Grilled Pork Leg	Traditionally roasted over the fires in Mithral Hall, grilled and spiced pork legs are especially popular among dwarven adventurers.	Жареная свиная нога	Запеченную свиную ногу со специями часто готовят в Мифрильном Зале. Дварфы-путешественники тоже любят это блюдо.	Item_CONS_Food_Meat_Grilled_C
OBJ_FOOD_PorkHead	Pig's Head	Baked in the finest oils and sprinkled with spices, this is an Amnian delicacy.	Голова свиньи	Амнский деликатес — свиная голова, запеченная в ароматном масле и посыпанная специями.	Item_CONS_GEN_Food_Meat_PorkHead_A
OBJ_FOOD_PorkHead_B	Pig's Head	The longer you stare at it, the longer it stares back.	Голова свиньи	Вы смотрите на нее, а она — на вас.	Item_CONS_GEN_Food_Meat_PorkHead_B
OBJ_FOOD_PorkPiece	Pork Shoulder	Especially delicious when doused with wine and slowly braised over a fire, Cormyrian style.	Свиная лопатка	Особенно вкусна свинина по-кормирски: мясо заливают вином и долго тушат на медленном огне.	Item_CONS_GEN_Food_Meat_PorkPiece_A
OBJ_FOOD_PorkPiece_B	Roughly-Cut Ham	A few coarse hairs still stick out of the skin on the knee.	Толсто нарезанная ветчина	На шкуре еще осталось несколько длинных щетинок.	Item_CONS_GEN_Food_Meat_PorkPiece_B
OBJ_FOOD_PorkPiece_C	Pork Loin	Traditionally roasted in the heartlands with apple and cider gravy.	Свиная вырезка	В центральных областях это мясо обычно запекают с яблоками и сидровой подливкой.	Item_CONS_GEN_Food_Meat_PorkPiece_C
OBJ_FOOD_PorkPiece_D	Chopped-Up Pig	A trail of slimy blood slowly drips from the carcass.	Разделанный поросенок	С туши медленно падают капли густой крови.	Item_CONS_GEN_Food_Meat_PorkPiece_D
OBJ_Feather	Quill	A long, sharpened feather plucked from the wing of a goose.	Перо	Длинное заостренное перо из гусиного крыла.	Item_DEC_GEN_Ink_Pot_Quill_A
OBJ_FireBottle	Alchemist's Fire	Shapes swirl and glow behind the glass, liquid embers folding into and around each other.	Огонь алхимика	Янтарная жидкость в этом флаконе постоянно движется, складываясь в причудливые узоры.	Item_GRN_FireFlask_A
OBJ_FishingRod_A	Fishing Rod	Rusted and slick with grime. The lure may be more valuable than the rod itself.	Удочка	Удилище покрыто толстым слоем склизкой грязи. Наверное, наживка стоит больше, чем удочка.	Item_DEC_HAR_FishingRod_A
OBJ_FishingRod_B	Fishing Rod	Thin enough that anything larger than a trout might snap it in half.	Удочка	Тонкое удилище. Если рыба окажется крупнее речной форели — оно просто переломится пополам.	Item_DEC_HAR_FishingRod_A
OBJ_FishingRod_C	Fishing Rod	A thin crack runs the length of this elm rod.	Удочка	Вязовое удилище с тонкой трещиной по всей длине.	Item_DEC_HAR_FishingRod_A
OBJ_GargoyleTurret	Trapped Beacon		Заминированный маяк		Item_LTS_DUN_Bowls_B
OBJ_GenericDrinkItem	Glass Chalice	A smooth chalice fabricated by gnome artisans.	Стеклянный кубок	Красивый кубок, изготовленный гномьими мастерами.	Item_FUR_GEN_Kitchen_Cup_Glass_B
OBJ_GenericImmutableAttackableObject	Great Vine		Великая лоза		Item_BLD_HAG_Vinecage_A
OBJ_GenericImmutableAttackableObject_Heavy	Gong		Гонг		Item_TOOL_GEN_Gong_A
OBJ_GenericImmutableObject	Statue 		Статуя		Item_DEC_GEN_Statue_Ketheric_A
OBJ_GenericImmutableObjectHeavy	Brazier		Жаровня		Item_LTS_DUN_Hanging_Bowls_A
OBJ_GenericImmutableObjectMedium	Armour		Броня		GEN_Armor
OBJ_GenericLootItem	White King Piece		Белый король		Item_PUZ_GEN_Lanceboard_Piece_King_White_A
OBJ_GenericPotionItem	Extravagant Potion Bottle	An alchemist's bottle ornamented with exquisite precious metals. Likely meant for someone of high stature.	Вычурный флакон для зелья	Алхимический сосуд, украшенный драгоценными металлами. Вероятно, предназначался для высокопоставленного лица.	Item_CONS_Potion_Rare_A
OBJ_GenericSupply	Supplies		Припасы		Item_Unknown
OBJ_Generic_Heavy	Loose Rock		Неустойчивый камень		Item_Quest_CMB_ThrowingRock
OBJ_Generic_Light	Towels Pile	This heavy linen fabric is unadorned, but pleasantly soft to the touch.	Куча полотенец	Тяжелая льняная ткань проста на вид, но неожиданно мягка на ощупь.	Item_LOOT_Bathroom_Towel_A
OBJ_Generic_Medium	Object		Объект		
OBJ_Generic_Tiny	Glutinous Brain		Липкий мозг		Item_LOOT_GEN_Brain_A
OBJ_GithyankiEgg	Githyanki Egg	A large egg with a soft, almost see-through shell, protected with iron bands. A githyanki child stirs within.	Яйцо гитьянки	Крупное яйцо с мягкой, почти что прозрачной скорлупой, окованной для защиты железными обручами. Внутри шевелится детеныш гитьянки.	Item_DEC_GTY_Eggs_Fetus_A_Shell_A_Empty_A
OBJ_Goblet_Rich_Bronze	Bronze Goblet	A sturdy bronze goblet, polished to the point it reflects both its contents and the drinker's features.	Бронзовый кубок	Крепкий бронзовый кубок, отполированный до зеркального блеска как снаружи, так и внутри.	Item_LOOT_GEN_Goblet_Rich_Large_A
OBJ_Goblet_Rich_Gold	Glass Goblet	Made of glass, sapphires, and finely crafted gold, this goblet is as delicate as it is precious.	Стеклянный кубок	Этот изготовленный из стекла и украшенный сапфирами и золотой филигранью кубок настолько же хрупок, насколько и ценен.	Item_LOOT_GEN_Goblet_Rich_Large_C
OBJ_Goblet_Rich_Silver	Silver Goblet	A hefty silver goblet, large enough to contain several bottles of the most expensive wines.	Серебряный кубок	Увесистый серебряный сосуд для питья, в который можно залить сразу нескольку бутылок лучшего вина.	Item_LOOT_GEN_Goblet_Rich_Large_B
OBJ_GoblinDrum	Drum		Барабан		Item_TOOL_GEN_Music_Drum_Small_A
OBJ_GoldPile	Copper Coin	A single copper coin, a widely-used but poorly valued currency on the Sword Coast.	Медная монета	Обычная медная монета – широко распространенная, но мало чего стоящая валюта Побережья Мечей.	Item_LOOT_COINS_Copper_Pile_Single_A
OBJ_Grating	Prison Door		Тюремная дверь		Portrait_FUR_Humans_Pris_Cage_Door_A
OBJ_GreaseBottle	Grease Bottle	The pale sludge within this bottle doesn't pour easily, oozing out in fatty clumps instead.	Бутылка с жиром	Бесцветная жижа не вытекает из бутылки, а падает жирными комками.	Item_GRN_GreaseBottle_A
OBJ_GuardianStatue	Eagle Statue		Статуя орла		Portrait_DEC_Druids_Statue_Eagle_Turret_A
OBJ_HandMirror	Mirror	This handheld mirror has seen better days. 	Зеркало	Это карманное зеркало знавало времена и получше.	Item_LOOT_GEN_HandMirror_A_Metal_A
OBJ_Handkerchief	Kanon's Handkerchief	Its owner frequently insisted he didn't need this hand-cut linen square, but his sister kept it to hand in case his allergies kicked up.	Платок Канона	Владелец настаивал, что ему не нужен этот вырезанный заботливыми руками льняной платок, но его сестра всегда держала его под рукой на случай приступа аллергии.	Item_UNI_DEN_KanonsHandkerchief
OBJ_HarperPin	Harp-Shaped Pin	A small but detailed pin, depicting a harp offset against a crescent moon.	Значок в виде арфы	Маленький значок с тщательно прорисованным силуэтом арфы и полумесяцем.	Item_LOOT_GEN_Harper_Pin_A
OBJ_HolyWaterFlask	Holy Water	A splash of the sacred for those in need.	Святая вода	Немного святости для всех нуждающихся.	Item_GRN_HolyWaterFlask_A
OBJ_Hourglass	Hourglass	Sand steadily slips down the glass tube, each grain marking the passage of time as if it were nothing.	Песочные часы	Эти песочные часы отмеряют время, и с каждой упавшей песчинкой его у вас становится все меньше и меньше.	Item_LOOT_GEN_Hourglass_A
OBJ_Idol_Selune	Idol of Selûne	A statue of Selûne, Our Lady of Silver, the Moonmaiden, gazing quietly at the world.	Идол Селунэ	Статуя Селунэ, Серебряной владычицы, Лунной девы, молчаливо взирающей на мир у ее ног.	Item_LOOT_GEN_Idol_Selune_Silver_A
OBJ_Idol_Shar	Idol of Shar	Carved from black marble, this effigy is as terrible and perfect as the Lady of Loss herself.	Идол Шар	Вырезанная из черного мрамора статуя столь же ужасна, сколь и совершенна, как и сама Госпожа Утрат.	Item_LOOT_GEN_Idol_Shar_Onyx_A
OBJ_Idol_Wood	Idol of Silvanus	A wooden statue of Silvanus, the Oak Father, god of nature and its impartial fairness. Those near the idol seem to better understand the natural world.	Идол Сильвануса	Деревянная статуя Сильвануса, Дуба-отца, бога природы и ее беспристрастной честности. Рядом с идолом, кажется, начинаешь лучше понимать мир природы.	Item_LOOT_GEN_Idol_Silvanus_A
OBJ_Incense	Incense	Even unlit, these sticks emit a sweet sandalwood smell.	Благовония	Даже в незажженном виде источает сильный аромат.	Item_DEC_GEN_Incense_A
OBJ_IncenseBowl	Incense Bowl	A heat-fast ceramic bowl. Smudges of ash still linger within.	Миска с благовониями	Жаропрочная керамическая чаша. В ней до сих пор остаются следы от пепла.	Item_DEC_GEN_Incense_Bowl_B
OBJ_IncenseBowl_B	Incense Bowl	A round bowl filled with sand. Perfect for burning incense or other small trinkets.	Миска с благовониями	Круглая чаша, наполненная песком. Идеально подходит для благовоний или других мелких безделушек.	Item_DEC_GEN_Incense_Bowl_B
OBJ_Incense_Bundle	Bundle of Incense	Even unlit, these sticks emit a sweet sandalwood smell.	Кучка благовоний	Даже в незажженном виде источает сильный аромат.	Item_LOOT_GEN_Incense_Bundle_A
OBJ_Incense_Stick_BCDE	Incense Stick	The sweet fragrance of woody smoke still clings to these burnt-out sticks.	Палочка благовоний	От этих сгоревших палочек все еще исходит сладкий аромат древесного дыма.	Item_DEC_GEN_Incense_Stick_C
OBJ_Indestructible_Heavy	Hidden stash	Sturdy enough to endure rocky voyages or decades stacked ten-deep in a dusty warehouse.	Спрятанный тайник	Достаточно крепок, чтобы выдержать поездку по ухабистой дороге или долгие годы хранения на пыльном складе.	Item_Quest_CMB_ThrowingRock
OBJ_Indestructible_Light	Object		Объект		Item_CONT_GEN_Burlap_Sack_Combine_A
OBJ_Indestructible_Medium	Emperors Robes		Одеяние Императора		Item_DEC_GEN_Mannequin_A_Interactive
OBJ_Indestructible_Portal_Movement	Goblin Tunnel		Тоннель гоблинов		Item_DEC_GEN_Rock_Hole_A_Dynamic
OBJ_InfernalPlate	Infernal Iron	This dented piece of black metal has a red shine to it, no matter the lighting. Faint screams echo through your mind whenever you touch it.	Адское железо	Неровный кусок черного металла отливает красным при любом освещении. Если к нему прикоснуться, в голове раздаются далекие отзвуки воплей ужаса.	Item_LOOT_Ketheric_Infernal_Plate_A
OBJ_InkPot	Ink Pot	Often used and refilled - the sides are a mess of inky stains.	Чернильница	Вся испачкана чернилами от долгого использования.	Item_DEC_GEN_Ink_Pot_Open_A
OBJ_Jacinth	Jacinth	Sunlight dances off this pale golden gem, as if it were alive.	Гиацинт	На этом золотистом камне солнечные лучи пляшут как живые.	Item_LOOT_GEM_Jacinth_A
OBJ_Jade	Jade	A precious mineral from the Sea of Fallen Stars, cherished by sovereigns and stonecarvers alike.	Нефрит	Драгоценный камень с побережья моря Падающих Звезд; его высоко ценят и правители, и ювелиры.	Item_LOOT_GEM_Jade_A
OBJ_Keychain	Keychain	Though the keychain is lightly rusted from use, every new key that jangles on it is a mote of possibility - a frontier to explore. 	Брелок	Брелок слегка заржавел от времени, но каждый новый звенящий на нем ключ – это крупица возможностей, новая граница для исследований. 	Item_CONT_KeyRing
OBJ_Kit_Disguise	Disguise Kit	A case containing makeup, prosthetics, and wigs - tools for concealing one's identity, or adopting someone else's.	Маскировочный набор	Коробочка с красками, гримом и париками — все необходимое, чтобы измениться до неузнаваемости.	Item_TOOL_GEN_DisguiseKit_A_Open
OBJ_Kit_Forgery	Forgery Kit	A selection of seals, wax, parchments, and inks, purchased in back alleys or swiped from officials' desks.	Набор фальшивомонетчика	Набор штампов, воска, пергаментов и чернил, купленных в темных переулках или украденных из чиновничьих кабинетов.	Item_TOOL_GEN_ForgeryKit_Opened_A
OBJ_Kit_Poisoner	Poisoner's Kit	This leather pouch is filled with toxic flowers, powders, and extracts, as well as spoons for measuring correct dosages.	Набор отравителя	Эта кожаная сумка заполнена ядовитыми цветами, порошками и экстрактами; есть тут и мерные ложки для точной дозировки.	Item_CONS_Poison_Basic
OBJ_Kit_ThievesTools	Thieves' Tools	This collection of hooks, picks, and wrenches is extensive enough to pick any lock - if you've got the necessary skills.	Воровские инструменты	В этом наборе содержится такой ассортимент крючков, отмычек и гаечных ключей, что с его помощью можно вскрыть любой мыслимый замок – если вы, конечно, умеете это делать.	Item_TOOL_GEN_ThievesTools_A_Closed_A
OBJ_Kit_TrapDisarm	Trap Disarm Toolkit	A collection of hooks, blades, shears, and everything else needed to deal with potentially deadly traps.	Саперный набор	Набор крюков, лезвий, ножниц и всего, что может потребоваться для обезвреживания ловушек.	Item_TOOL_GEN_Disam_Toolkit_A
OBJ_KitchenInstrument_CuttingBoard	Cutting Board	This thick slab of wood is criss-crossed with countless knife marks.	Кухонная доска	Толстая деревянная доска, вся в следах от ножа.	Item_DEC_GEN_Kitchen_CuttingBoard_A
OBJ_KitchenInstrument_Horn_A_Bone	Drinking Horn	This hollowed-out rothé horn reeks of stale beer.	Рог для питья	Рог ротэ с выскобленной серединой. От него разит старым пивом.	Item_DEC_GEN_KitchenInstrument_Horn_A_Bone_A
OBJ_KitchenInstrument_Mortar_A_Stone	Mortar and Pestle	The pungent aroma of garlic and spices is permanently ground into this stone bowl.	Ступка и пестик	В поверхность каменной ступки намертво въелся острый запах чеснока и специй.	Item_DEC_GEN_KitchenInstrument_Mortar_A_Stone_A
OBJ_KitchenInstrument_Spatula	Spatula	Numerous burns hint that this spatula's previous owner was a careless cook.	Лопатка	Многочисленные следы огня указывают на то, что эта кухонная лопатка раньше принадлежала очень неаккуратному повару.	Item_DEC_GEN_KitchenInstrument_Spatula_A_Copper_A
OBJ_KitchenInstrument_Strainer	Serving Spoon	Brings to mind savoury stews and buttered vegetables.	Поварешка	Поневоле вспоминаешь о вкусной похлебке и тушеных овощах.	Item_DEC_GEN_KitchenInstrument_Strainer_A_Copper_A
OBJ_KitchenwareGeneric	Jug	Tiny lines of cracked paint spread over this vase jug like a spider web.	Кувшин	Эмаль на этом сосуде покрыта густой паутиной тонких трещинок.	Item_LOOT_GEN_Pot_Ceramic_B
OBJ_KitchenwareGeneric_Medium	Lid	This lid's rim is coated with a film of dried milk.	Крышка	Ободок крышки покрыт тонким слоем засохшего молока.	Item_DEC_GEN_Kitchen_Pot_MilkCan_Lid_A
OBJ_KitchenwareGeneric_Small	Toad Teapot	Incredibly lifelike, down to the last wart.	Чайник-лягушка	Очень реалистичное изображение, до мельчайшей бородавки.	Item_DEC_HAG_Tea_Pot_A
OBJ_KitchenwareRich_Ceramic_Bowl_A	Bowl	Pulverised minerals and gemstones, mined and traded by the dwarves of Mirabar, give this bowl its bright glaze.	Миска	Толченые минералы и драгоценные камни, добытые дварфами Мирабара, придают этому сосуду особый блеск.	Item_LOOT_GEN_Kitchen_Bowl_Ceramic_Rich_A
OBJ_KitchenwareRich_Ceramic_Bowl_B	Bowl	Pulverised minerals and gemstones, mined and traded by the dwarves of Mirabar, give this bowl its bright glaze.	Миска	Толченые минералы и драгоценные камни, добытые дварфами Мирабара, придают этому сосуду особый блеск.	Item_LOOT_GEN_Kitchen_Bowl_Ceramic_Rich_A
